"productkey","orderdatekey","duedatekey","shipdatekey","customerkey","totalproductcost","salesamount"
481,"20221122",20221204,20221129,13769,3,"8.99"
584,"20221122",20221204,20221129,11425,344,"539.99"
225,"20221122",20221204,20221129,11425,7,"8.99"
538,"20221122",20221204,20221129,11425,8,"21.49"
583,"20221122",20221204,20221129,19283,1083,"1700.99"
490,"20221122",20221204,20221129,19283,42,"53.99"
225,"20221122",20221204,20221129,19283,7,"8.99"
574,"20221122",20221204,20221129,11912,1482,"2384.07"
479,"20221122",20221204,20221129,11912,3,"8.99"
477,"20221122",20221204,20221129,11912,2,"4.99"
480,"20221122",20221204,20221129,11912,1,"2.29"
584,"20221122",20221204,20221129,25940,344,"539.99"
479,"20221122",20221204,20221129,25940,3,"8.99"
477,"20221122",20221204,20221129,25940,2,"4.99"
465,"20221122",20221204,20221129,25940,9,"24.49"
576,"20221122",20221204,20221129,13619,1482,"2384.07"
477,"20221122",20221204,20221129,13619,2,"4.99"
479,"20221122",20221204,20221129,13619,3,"8.99"
214,"20221122",20221204,20221129,13619,13,"34.99"
484,"20221123",20221205,20221130,11277,3,"7.95"
228,"20221123",20221205,20221130,11803,38,"49.99"
465,"20221123",20221205,20221130,11803,9,"24.49"
536,"20221123",20221205,20221130,17311,11,"29.99"
528,"20221123",20221205,20221130,17311,2,"4.99"
217,"20221123",20221205,20221130,17311,13,"34.99"
530,"20221123",20221205,20221130,27972,2,"4.99"
487,"20221123",20221205,20221130,27972,21,"54.99"
484,"20221123",20221205,20221130,27972,3,"7.95"
530,"20221123",20221205,20221130,27588,2,"4.99"
480,"20221123",20221205,20221130,27588,1,"2.29"
484,"20221123",20221205,20221130,27588,3,"7.95"
477,"20221123",20221205,20221130,15605,2,"4.99"
478,"20221123",20221205,20221130,15605,4,"9.99"
231,"20221123",20221205,20221130,15123,38,"49.99"
231,"20221123",20221205,20221130,11119,38,"49.99"
529,"20221123",20221205,20221130,13617,1,"3.99"
234,"20221123",20221205,20221130,13617,38,"49.99"
472,"20221123",20221205,20221130,27728,24,"63.50"
529,"20221123",20221205,20221130,27728,1,"3.99"
480,"20221123",20221205,20221130,18734,1,"2.29"
225,"20221123",20221205,20221130,11921,7,"8.99"
477,"20221123",20221205,20221130,19807,2,"4.99"
479,"20221123",20221205,20221130,19807,3,"8.99"
590,"20221123",20221205,20221130,16461,420,"769.49"
231,"20221123",20221205,20221130,16461,38,"49.99"
467,"20221123",20221205,20221130,16461,9,"24.49"
590,"20221123",20221205,20221130,14822,420,"769.49"
231,"20221123",20221205,20221130,14822,38,"49.99"
357,"20221123",20221205,20221130,12804,1266,"2319.99"
478,"20221123",20221205,20221130,12804,4,"9.99"
477,"20221123",20221205,20221130,12804,2,"4.99"
222,"20221123",20221205,20221130,12804,13,"34.99"
359,"20221123",20221205,20221130,12813,1252,"2294.99"
478,"20221123",20221205,20221130,12813,4,"9.99"
477,"20221123",20221205,20221130,12813,2,"4.99"
484,"20221123",20221205,20221130,12813,3,"7.95"
489,"20221123",20221205,20221130,11710,42,"53.99"
225,"20221123",20221205,20221130,11710,7,"8.99"
538,"20221123",20221205,20221130,27397,8,"21.49"
529,"20221123",20221205,20221130,27397,1,"3.99"
484,"20221123",20221205,20221130,27397,3,"7.95"
529,"20221123",20221205,20221130,28075,1,"3.99"
538,"20221123",20221205,20221130,28075,8,"21.49"
487,"20221123",20221205,20221130,28075,21,"54.99"
484,"20221123",20221205,20221130,28075,3,"7.95"
536,"20221123",20221205,20221130,23212,11,"29.99"
478,"20221123",20221205,20221130,21933,4,"9.99"
477,"20221123",20221205,20221130,21933,2,"4.99"
222,"20221123",20221205,20221130,21933,13,"34.99"
536,"20221123",20221205,20221130,19411,11,"29.99"
478,"20221123",20221205,20221130,20531,4,"9.99"
477,"20221123",20221205,20221130,20531,2,"4.99"
231,"20221123",20221205,20221130,20531,38,"49.99"
477,"20221123",20221205,20221130,18115,2,"4.99"
225,"20221123",20221205,20221130,18115,7,"8.99"
477,"20221123",20221205,20221130,17452,2,"4.99"
477,"20221123",20221205,20221130,11276,2,"4.99"
477,"20221123",20221205,20221130,11287,2,"4.99"
487,"20221123",20221205,20221130,11287,21,"54.99"
225,"20221123",20221205,20221130,16651,7,"8.99"
477,"20221123",20221205,20221130,16651,2,"4.99"
477,"20221123",20221205,20221130,17517,2,"4.99"
217,"20221123",20221205,20221130,17517,13,"34.99"
528,"20221123",20221205,20221130,15978,2,"4.99"
480,"20221123",20221205,20221130,15978,1,"2.29"
528,"20221123",20221205,20221130,15962,2,"4.99"
485,"20221123",20221205,20221130,15962,8,"21.98"
222,"20221123",20221205,20221130,15962,13,"34.99"
528,"20221123",20221205,20221130,21490,2,"4.99"
480,"20221123",20221205,20221130,21490,1,"2.29"
528,"20221123",20221205,20221130,20756,2,"4.99"
480,"20221123",20221205,20221130,20756,1,"2.29"
528,"20221123",20221205,20221130,20783,2,"4.99"
217,"20221123",20221205,20221130,20783,13,"34.99"
485,"20221123",20221205,20221130,13317,8,"21.98"
214,"20221123",20221205,20221130,13317,13,"34.99"
528,"20221123",20221205,20221130,22799,2,"4.99"
536,"20221123",20221205,20221130,22799,11,"29.99"
528,"20221123",20221205,20221130,17801,2,"4.99"
536,"20221123",20221205,20221130,17801,11,"29.99"
485,"20221123",20221205,20221130,17801,8,"21.98"
478,"20221123",20221205,20221130,17801,4,"9.99"
477,"20221123",20221205,20221130,17801,2,"4.99"
490,"20221123",20221205,20221130,17801,42,"53.99"
477,"20221123",20221205,20221130,21076,2,"4.99"
529,"20221123",20221205,20221130,19468,1,"3.99"
480,"20221123",20221205,20221130,19468,1,"2.29"
529,"20221123",20221205,20221130,22699,1,"3.99"
486,"20221123",20221205,20221130,22699,59,"159.00"
477,"20221123",20221205,20221130,24152,2,"4.99"
538,"20221123",20221205,20221130,28561,8,"21.49"
480,"20221123",20221205,20221130,28561,1,"2.29"
530,"20221123",20221205,20221130,16187,2,"4.99"
541,"20221123",20221205,20221130,26907,11,"28.99"
530,"20221123",20221205,20221130,26907,2,"4.99"
231,"20221123",20221205,20221130,26907,38,"49.99"
467,"20221123",20221205,20221130,26907,9,"24.49"
530,"20221123",20221205,20221130,14547,2,"4.99"
541,"20221123",20221205,20221130,14547,11,"28.99"
222,"20221123",20221205,20221130,14547,13,"34.99"
530,"20221123",20221205,20221130,16460,2,"4.99"
222,"20221123",20221205,20221130,16460,13,"34.99"
530,"20221123",20221205,20221130,17814,2,"4.99"
479,"20221123",20221205,20221130,17814,3,"8.99"
477,"20221123",20221205,20221130,17814,2,"4.99"
217,"20221123",20221205,20221130,17814,13,"34.99"
237,"20221123",20221205,20221130,17814,38,"49.99"
528,"20221123",20221205,20221130,12148,2,"4.99"
537,"20221123",20221205,20221130,12148,13,"35.00"
222,"20221123",20221205,20221130,12148,13,"34.99"
537,"20221123",20221205,20221130,11254,13,"35.00"
528,"20221123",20221205,20221130,11254,2,"4.99"
485,"20221123",20221205,20221130,11254,8,"21.98"
478,"20221123",20221205,20221130,11254,4,"9.99"
477,"20221123",20221205,20221130,11254,2,"4.99"
473,"20221123",20221205,20221130,11254,24,"63.50"
485,"20221123",20221205,20221130,19646,8,"21.98"
473,"20221123",20221205,20221130,19646,24,"63.50"
485,"20221123",20221205,20221130,12968,8,"21.98"
234,"20221123",20221205,20221130,12652,38,"49.99"
237,"20221123",20221205,20221130,12470,38,"49.99"
595,"20221123",20221205,20221130,16121,308,"564.99"
535,"20221123",20221205,20221130,16121,9,"24.99"
465,"20221123",20221205,20221130,16121,9,"24.49"
353,"20221123",20221205,20221130,17592,1266,"2319.99"
478,"20221123",20221205,20221130,17592,4,"9.99"
477,"20221123",20221205,20221130,17592,2,"4.99"
361,"20221123",20221205,20221130,17475,1252,"2294.99"
485,"20221123",20221205,20221130,17475,8,"21.98"
490,"20221123",20221205,20221130,17475,42,"53.99"
357,"20221123",20221205,20221130,18351,1266,"2319.99"
355,"20221123",20221205,20221130,17417,1266,"2319.99"
537,"20221123",20221205,20221130,17417,13,"35.00"
353,"20221123",20221205,20221130,16983,1266,"2319.99"
537,"20221123",20221205,20221130,16983,13,"35.00"
480,"20221123",20221205,20221130,16983,1,"2.29"
359,"20221123",20221205,20221130,13362,1252,"2294.99"
353,"20221123",20221205,20221130,13357,1266,"2319.99"
537,"20221123",20221205,20221130,13357,13,"35.00"
528,"20221123",20221205,20221130,13357,2,"4.99"
480,"20221123",20221205,20221130,13357,1,"2.29"
563,"20221123",20221205,20221130,11609,1482,"2384.07"
541,"20221123",20221205,20221130,11609,11,"28.99"
530,"20221123",20221205,20221130,11609,2,"4.99"
222,"20221123",20221205,20221130,11609,13,"34.99"
582,"20221123",20221205,20221130,22907,1083,"1700.99"
539,"20221123",20221205,20221130,22907,9,"24.99"
582,"20221123",20221205,20221130,15648,1083,"1700.99"
217,"20221123",20221205,20221130,15648,13,"34.99"
561,"20221123",20221205,20221130,13103,1482,"2384.07"
479,"20221123",20221205,20221130,13103,3,"8.99"
477,"20221123",20221205,20221130,13103,2,"4.99"
561,"20221123",20221205,20221130,13114,1482,"2384.07"
594,"20221123",20221205,20221130,12586,308,"564.99"
589,"20221123",20221205,20221130,15213,420,"769.49"
580,"20221123",20221205,20221130,17861,1083,"1700.99"
479,"20221123",20221205,20221130,17861,3,"8.99"
477,"20221123",20221205,20221130,17861,2,"4.99"
214,"20221123",20221205,20221130,17861,13,"34.99"
384,"20221123",20221205,20221130,25446,713,"1120.49"
529,"20221123",20221205,20221130,25446,1,"3.99"
539,"20221123",20221205,20221130,25446,9,"24.99"
480,"20221123",20221205,20221130,25446,1,"2.29"
386,"20221123",20221205,20221130,28568,713,"1120.49"
539,"20221123",20221205,20221130,28568,9,"24.99"
573,"20221123",20221205,20221130,13126,1482,"2384.07"
479,"20221123",20221205,20221130,13126,3,"8.99"
484,"20221123",20221205,20221130,13126,3,"7.95"
562,"20221123",20221205,20221130,13131,1482,"2384.07"
225,"20221123",20221205,20221130,13131,7,"8.99"
584,"20221123",20221205,20221130,29311,344,"539.99"
479,"20221123",20221205,20221130,29311,3,"8.99"
477,"20221123",20221205,20221130,29311,2,"4.99"
231,"20221123",20221205,20221130,29311,38,"49.99"
581,"20221124",20221206,20221201,22611,1083,"1700.99"
237,"20221124",20221206,20221201,22611,38,"49.99"
465,"20221124",20221206,20221201,22611,9,"24.49"
580,"20221124",20221206,20221201,26354,1083,"1700.99"
231,"20221124",20221206,20221201,26354,38,"49.99"
535,"20221124",20221206,20221201,11758,9,"24.99"
480,"20221124",20221206,20221201,11758,1,"2.29"
528,"20221124",20221206,20221201,15034,2,"4.99"
536,"20221124",20221206,20221201,15034,11,"29.99"
217,"20221124",20221206,20221201,15034,13,"34.99"
467,"20221124",20221206,20221201,15034,9,"24.49"
225,"20221124",20221206,20221201,18793,7,"8.99"
538,"20221124",20221206,20221201,18793,8,"21.49"
530,"20221124",20221206,20221201,28219,2,"4.99"
214,"20221124",20221206,20221201,28219,13,"34.99"
234,"20221124",20221206,20221201,11361,38,"49.99"
353,"20221124",20221206,20221201,17766,1266,"2319.99"
485,"20221124",20221206,20221201,17766,8,"21.98"
357,"20221124",20221206,20221201,20553,1266,"2319.99"
217,"20221124",20221206,20221201,20553,13,"34.99"
490,"20221124",20221206,20221201,28777,42,"53.99"
539,"20221124",20221206,20221201,11211,9,"24.99"
480,"20221124",20221206,20221201,11211,1,"2.29"
538,"20221124",20221206,20221201,27476,8,"21.49"
529,"20221124",20221206,20221201,27476,1,"3.99"
536,"20221124",20221206,20221201,23091,11,"29.99"
477,"20221124",20221206,20221201,23091,2,"4.99"
225,"20221124",20221206,20221201,23091,7,"8.99"
491,"20221124",20221206,20221201,23091,42,"53.99"
536,"20221124",20221206,20221201,23875,11,"29.99"
528,"20221124",20221206,20221201,23875,2,"4.99"
480,"20221124",20221206,20221201,23875,1,"2.29"
477,"20221124",20221206,20221201,16795,2,"4.99"
487,"20221124",20221206,20221201,16795,21,"54.99"
484,"20221124",20221206,20221201,16795,3,"7.95"
477,"20221124",20221206,20221201,16813,2,"4.99"
225,"20221124",20221206,20221201,16813,7,"8.99"
528,"20221124",20221206,20221201,26077,2,"4.99"
480,"20221124",20221206,20221201,26077,1,"2.29"
528,"20221124",20221206,20221201,15272,2,"4.99"
214,"20221124",20221206,20221201,15272,13,"34.99"
465,"20221124",20221206,20221201,15272,9,"24.49"
528,"20221124",20221206,20221201,14922,2,"4.99"
528,"20221124",20221206,20221201,15743,2,"4.99"
214,"20221124",20221206,20221201,15743,13,"34.99"
485,"20221124",20221206,20221201,21777,8,"21.98"
486,"20221124",20221206,20221201,21777,59,"159.00"
540,"20221124",20221206,20221201,14178,12,"32.60"
529,"20221124",20221206,20221201,14178,1,"3.99"
234,"20221124",20221206,20221201,14178,38,"49.99"
485,"20221124",20221206,20221201,16264,8,"21.98"
528,"20221124",20221206,20221201,18622,2,"4.99"
535,"20221124",20221206,20221201,18622,9,"24.99"
214,"20221124",20221206,20221201,18622,13,"34.99"
467,"20221124",20221206,20221201,13780,9,"24.49"
537,"20221124",20221206,20221201,13780,13,"35.00"
536,"20221124",20221206,20221201,21529,11,"29.99"
529,"20221124",20221206,20221201,23633,1,"3.99"
217,"20221124",20221206,20221201,23633,13,"34.99"
538,"20221124",20221206,20221201,25543,8,"21.49"
529,"20221124",20221206,20221201,25543,1,"3.99"
467,"20221124",20221206,20221201,25543,9,"24.49"
529,"20221124",20221206,20221201,24570,1,"3.99"
487,"20221124",20221206,20221201,24570,21,"54.99"
225,"20221124",20221206,20221201,27838,7,"8.99"
538,"20221124",20221206,20221201,27838,8,"21.49"
537,"20221124",20221206,20221201,11131,13,"35.00"
485,"20221124",20221206,20221201,11131,8,"21.98"
530,"20221124",20221206,20221201,25670,2,"4.99"
214,"20221124",20221206,20221201,25670,13,"34.99"
225,"20221124",20221206,20221201,25670,7,"8.99"
528,"20221124",20221206,20221201,14582,2,"4.99"
537,"20221124",20221206,20221201,14582,13,"35.00"
478,"20221124",20221206,20221201,14582,4,"9.99"
528,"20221124",20221206,20221201,13092,2,"4.99"
537,"20221124",20221206,20221201,13092,13,"35.00"
485,"20221124",20221206,20221201,13092,8,"21.98"
237,"20221124",20221206,20221201,13092,38,"49.99"
217,"20221124",20221206,20221201,11486,13,"34.99"
359,"20221124",20221206,20221201,17612,1252,"2294.99"
485,"20221124",20221206,20221201,17612,8,"21.98"
217,"20221124",20221206,20221201,17612,13,"34.99"
357,"20221124",20221206,20221201,17536,1266,"2319.99"
485,"20221124",20221206,20221201,17536,8,"21.98"
214,"20221124",20221206,20221201,17536,13,"34.99"
363,"20221124",20221206,20221201,17427,1252,"2294.99"
485,"20221124",20221206,20221201,17427,8,"21.98"
487,"20221124",20221206,20221201,17427,21,"54.99"
587,"20221124",20221206,20221201,15337,420,"769.49"
476,"20221124",20221206,20221201,15337,26,"69.99"
363,"20221124",20221206,20221201,17362,1252,"2294.99"
478,"20221124",20221206,20221201,17362,4,"9.99"
477,"20221124",20221206,20221201,17362,2,"4.99"
569,"20221124",20221206,20221201,28726,461,"742.35"
541,"20221124",20221206,20221201,28726,11,"28.99"
530,"20221124",20221206,20221201,28726,2,"4.99"
480,"20221124",20221206,20221201,28726,1,"2.29"
565,"20221124",20221206,20221201,20930,461,"742.35"
541,"20221124",20221206,20221201,20930,11,"28.99"
530,"20221124",20221206,20221201,20930,2,"4.99"
575,"20221124",20221206,20221201,26822,1482,"2384.07"
477,"20221124",20221206,20221201,26822,2,"4.99"
479,"20221124",20221206,20221201,26822,3,"8.99"
225,"20221124",20221206,20221201,26822,7,"8.99"
214,"20221124",20221206,20221201,26822,13,"34.99"
386,"20221124",20221206,20221201,26435,713,"1120.49"
491,"20221124",20221206,20221201,26435,42,"53.99"
582,"20221124",20221206,20221201,24378,1083,"1700.99"
529,"20221124",20221206,20221201,24378,1,"3.99"
539,"20221124",20221206,20221201,24378,9,"24.99"
384,"20221124",20221206,20221201,27587,713,"1120.49"
539,"20221124",20221206,20221201,27587,9,"24.99"
353,"20221124",20221206,20221201,15729,1266,"2319.99"
480,"20221124",20221206,20221201,15729,1,"2.29"
357,"20221124",20221206,20221201,15751,1266,"2319.99"
487,"20221124",20221206,20221201,15751,21,"54.99"
363,"20221124",20221206,20221201,15752,1252,"2294.99"
528,"20221124",20221206,20221201,15752,2,"4.99"
537,"20221124",20221206,20221201,15752,13,"35.00"
480,"20221124",20221206,20221201,15752,1,"2.29"
579,"20221124",20221206,20221201,28665,755,"1214.85"
467,"20221124",20221206,20221201,28665,9,"24.49"
214,"20221124",20221206,20221201,28665,13,"34.99"
561,"20221124",20221206,20221201,27539,1482,"2384.07"
222,"20221124",20221206,20221201,27539,13,"34.99"
561,"20221124",20221206,20221201,28066,1482,"2384.07"
214,"20221124",20221206,20221201,28066,13,"34.99"
604,"20221124",20221206,20221201,23844,344,"539.99"
538,"20221124",20221206,20221201,23844,8,"21.49"
480,"20221124",20221206,20221201,23844,1,"2.29"
386,"20221124",20221206,20221201,21919,713,"1120.49"
390,"20221124",20221206,20221201,21920,713,"1120.49"
539,"20221124",20221206,20221201,21920,9,"24.99"
529,"20221124",20221206,20221201,21920,1,"3.99"
214,"20221124",20221206,20221201,21920,13,"34.99"
382,"20221124",20221206,20221201,21749,713,"1120.49"
222,"20221124",20221206,20221201,21749,13,"34.99"
581,"20221124",20221206,20221201,18792,1083,"1700.99"
231,"20221124",20221206,20221201,18792,38,"49.99"
465,"20221124",20221206,20221201,18792,9,"24.49"
582,"20221124",20221206,20221201,17655,1083,"1700.99"
228,"20221124",20221206,20221201,17655,38,"49.99"
388,"20221124",20221206,20221201,20894,713,"1120.49"
222,"20221124",20221206,20221201,20894,13,"34.99"
575,"20221124",20221206,20221201,13119,1482,"2384.07"
225,"20221124",20221206,20221201,13119,7,"8.99"
583,"20221124",20221206,20221201,19254,1083,"1700.99"
584,"20221124",20221206,20221201,27973,344,"539.99"
374,"20221125",20221207,20221202,21949,1555,"2443.35"
222,"20221125",20221207,20221202,21949,13,"34.99"
225,"20221125",20221207,20221202,28613,7,"8.99"
484,"20221125",20221207,20221202,12161,3,"7.95"
217,"20221125",20221207,20221202,11971,13,"34.99"
467,"20221125",20221207,20221202,11971,9,"24.49"
217,"20221125",20221207,20221202,11795,13,"34.99"
535,"20221125",20221207,20221202,12371,9,"24.99"
480,"20221125",20221207,20221202,12371,1,"2.29"
535,"20221125",20221207,20221202,11367,9,"24.99"
480,"20221125",20221207,20221202,11367,1,"2.29"
528,"20221125",20221207,20221202,19265,2,"4.99"
537,"20221125",20221207,20221202,19265,13,"35.00"
480,"20221125",20221207,20221202,19265,1,"2.29"
222,"20221125",20221207,20221202,15224,13,"34.99"
214,"20221125",20221207,20221202,15720,13,"34.99"
234,"20221125",20221207,20221202,17072,38,"49.99"
467,"20221125",20221207,20221202,17072,9,"24.49"
486,"20221125",20221207,20221202,12682,59,"159.00"
380,"20221125",20221207,20221202,11237,1555,"2443.35"
479,"20221125",20221207,20221202,11237,3,"8.99"
378,"20221125",20221207,20221202,25805,1555,"2443.35"
477,"20221125",20221207,20221202,25805,2,"4.99"
479,"20221125",20221207,20221202,25805,3,"8.99"
214,"20221125",20221207,20221202,25805,13,"34.99"
225,"20221125",20221207,20221202,25805,7,"8.99"
376,"20221125",20221207,20221202,24091,1555,"2443.35"
222,"20221125",20221207,20221202,24091,13,"34.99"
374,"20221125",20221207,20221202,20172,1555,"2443.35"
484,"20221125",20221207,20221202,20172,3,"7.95"
372,"20221125",20221207,20221202,16551,1555,"2443.35"
529,"20221125",20221207,20221202,16551,1,"3.99"
540,"20221125",20221207,20221202,16551,12,"32.60"
214,"20221125",20221207,20221202,16551,13,"34.99"
231,"20221125",20221207,20221202,16551,38,"49.99"
465,"20221125",20221207,20221202,16551,9,"24.49"
477,"20221125",20221207,20221202,13141,2,"4.99"
479,"20221125",20221207,20221202,13141,3,"8.99"
483,"20221125",20221207,20221202,13141,45,"120.00"
588,"20221125",20221207,20221202,14796,420,"769.49"
536,"20221125",20221207,20221202,14796,11,"29.99"
528,"20221125",20221207,20221202,14796,2,"4.99"
214,"20221125",20221207,20221202,14796,13,"34.99"
231,"20221125",20221207,20221202,14796,38,"49.99"
361,"20221125",20221207,20221202,19930,1252,"2294.99"
537,"20221125",20221207,20221202,19930,13,"35.00"
480,"20221125",20221207,20221202,19930,1,"2.29"
357,"20221125",20221207,20221202,17651,1266,"2319.99"
537,"20221125",20221207,20221202,17651,13,"35.00"
222,"20221125",20221207,20221202,17651,13,"34.99"
225,"20221125",20221207,20221202,17651,7,"8.99"
353,"20221125",20221207,20221202,19912,1266,"2319.99"
485,"20221125",20221207,20221202,19912,8,"21.98"
222,"20221125",20221207,20221202,19912,13,"34.99"
237,"20221125",20221207,20221202,19912,38,"49.99"
353,"20221125",20221207,20221202,20584,1266,"2319.99"
537,"20221125",20221207,20221202,20584,13,"35.00"
480,"20221125",20221207,20221202,20584,1,"2.29"
592,"20221125",20221207,20221202,15651,308,"564.99"
593,"20221125",20221207,20221202,15663,308,"564.99"
535,"20221125",20221207,20221202,15663,9,"24.99"
538,"20221125",20221207,20221202,27682,8,"21.49"
480,"20221125",20221207,20221202,27682,1,"2.29"
535,"20221125",20221207,20221202,26006,9,"24.99"
529,"20221125",20221207,20221202,19642,1,"3.99"
540,"20221125",20221207,20221202,19642,12,"32.60"
477,"20221125",20221207,20221202,21398,2,"4.99"
478,"20221125",20221207,20221202,21398,4,"9.99"
225,"20221125",20221207,20221202,21398,7,"8.99"
476,"20221125",20221207,20221202,17450,26,"69.99"
491,"20221125",20221207,20221202,17450,42,"53.99"
477,"20221125",20221207,20221202,16787,2,"4.99"
214,"20221125",20221207,20221202,16787,13,"34.99"
528,"20221125",20221207,20221202,15387,2,"4.99"
528,"20221125",20221207,20221202,15327,2,"4.99"
214,"20221125",20221207,20221202,15327,13,"34.99"
528,"20221125",20221207,20221202,23552,2,"4.99"
472,"20221125",20221207,20221202,23552,24,"63.50"
214,"20221125",20221207,20221202,23552,13,"34.99"
528,"20221125",20221207,20221202,15299,2,"4.99"
480,"20221125",20221207,20221202,15299,1,"2.29"
528,"20221125",20221207,20221202,15177,2,"4.99"
480,"20221125",20221207,20221202,15177,1,"2.29"
528,"20221125",20221207,20221202,14766,2,"4.99"
528,"20221125",20221207,20221202,16034,2,"4.99"
480,"20221125",20221207,20221202,16034,1,"2.29"
529,"20221125",20221207,20221202,26217,1,"3.99"
214,"20221125",20221207,20221202,26217,13,"34.99"
538,"20221125",20221207,20221202,25297,8,"21.49"
480,"20221125",20221207,20221202,25297,1,"2.29"
541,"20221125",20221207,20221202,12594,11,"28.99"
538,"20221125",20221207,20221202,26385,8,"21.49"
480,"20221125",20221207,20221202,26385,1,"2.29"
538,"20221125",20221207,20221202,28745,8,"21.49"
529,"20221125",20221207,20221202,28745,1,"3.99"
480,"20221125",20221207,20221202,28745,1,"2.29"
530,"20221125",20221207,20221202,26883,2,"4.99"
541,"20221125",20221207,20221202,26883,11,"28.99"
222,"20221125",20221207,20221202,26883,13,"34.99"
541,"20221125",20221207,20221202,23973,11,"28.99"
530,"20221125",20221207,20221202,23973,2,"4.99"
541,"20221125",20221207,20221202,15102,11,"28.99"
530,"20221125",20221207,20221202,15102,2,"4.99"
480,"20221125",20221207,20221202,15102,1,"2.29"
530,"20221125",20221207,20221202,28894,2,"4.99"
487,"20221125",20221207,20221202,28894,21,"54.99"
485,"20221125",20221207,20221202,15748,8,"21.98"
214,"20221125",20221207,20221202,15748,13,"34.99"
528,"20221125",20221207,20221202,11681,2,"4.99"
537,"20221125",20221207,20221202,11681,13,"35.00"
222,"20221125",20221207,20221202,11681,13,"34.99"
485,"20221125",20221207,20221202,18320,8,"21.98"
481,"20221125",20221207,20221202,18320,3,"8.99"
355,"20221125",20221207,20221202,17453,1266,"2319.99"
485,"20221125",20221207,20221202,17453,8,"21.98"
222,"20221125",20221207,20221202,17453,13,"34.99"
587,"20221125",20221207,20221202,15343,420,"769.49"
361,"20221125",20221207,20221202,13269,1252,"2294.99"
485,"20221125",20221207,20221202,13269,8,"21.98"
481,"20221125",20221207,20221202,13269,3,"8.99"
355,"20221125",20221207,20221202,13226,1266,"2319.99"
487,"20221125",20221207,20221202,13226,21,"54.99"
484,"20221125",20221207,20221202,13226,3,"7.95"
561,"20221125",20221207,20221202,17103,1482,"2384.07"
217,"20221125",20221207,20221202,17103,13,"34.99"
388,"20221125",20221207,20221202,26445,713,"1120.49"
222,"20221125",20221207,20221202,26445,13,"34.99"
561,"20221125",20221207,20221202,13104,1482,"2384.07"
222,"20221125",20221207,20221202,13104,13,"34.99"
482,"20221125",20221207,20221202,13104,3,"8.99"
590,"20221125",20221207,20221202,17320,420,"769.49"
214,"20221125",20221207,20221202,17320,13,"34.99"
482,"20221125",20221207,20221202,17320,3,"8.99"
563,"20221125",20221207,20221202,22976,1482,"2384.07"
225,"20221125",20221207,20221202,22976,7,"8.99"
561,"20221125",20221207,20221202,22889,1482,"2384.07"
225,"20221125",20221207,20221202,22889,7,"8.99"
384,"20221125",20221207,20221202,21643,713,"1120.49"
228,"20221125",20221207,20221202,21643,38,"49.99"
582,"20221125",20221207,20221202,18563,1083,"1700.99"
228,"20221125",20221207,20221202,18563,38,"49.99"
581,"20221125",20221207,20221202,18608,1083,"1700.99"
477,"20221125",20221207,20221202,18608,2,"4.99"
479,"20221125",20221207,20221202,18608,3,"8.99"
384,"20221125",20221207,20221202,25572,713,"1120.49"
477,"20221125",20221207,20221202,25572,2,"4.99"
479,"20221125",20221207,20221202,25572,3,"8.99"
222,"20221125",20221207,20221202,25572,13,"34.99"
604,"20221125",20221207,20221202,12133,344,"539.99"
605,"20221125",20221207,20221202,25525,344,"539.99"
477,"20221125",20221207,20221202,25525,2,"4.99"
479,"20221125",20221207,20221202,25525,3,"8.99"
222,"20221125",20221207,20221202,25525,13,"34.99"
463,"20221125",20221207,20221202,25525,9,"24.49"
231,"20221125",20221207,20221202,25525,38,"49.99"
604,"20221125",20221207,20221202,25309,344,"539.99"
477,"20221125",20221207,20221202,25309,2,"4.99"
479,"20221125",20221207,20221202,25309,3,"8.99"
225,"20221125",20221207,20221202,25309,7,"8.99"
561,"20221125",20221207,20221202,11918,1482,"2384.07"
225,"20221125",20221207,20221202,11918,7,"8.99"
606,"20221125",20221207,20221202,25941,344,"539.99"
477,"20221125",20221207,20221202,25941,2,"4.99"
479,"20221125",20221207,20221202,25941,3,"8.99"
480,"20221125",20221207,20221202,25941,1,"2.29"
579,"20221125",20221207,20221202,28091,755,"1214.85"
222,"20221125",20221207,20221202,28091,13,"34.99"
604,"20221125",20221207,20221202,27969,344,"539.99"
222,"20221125",20221207,20221202,27969,13,"34.99"
467,"20221125",20221207,20221202,27969,9,"24.49"
378,"20221126",20221208,20221203,21966,1555,"2443.35"
217,"20221126",20221208,20221203,21966,13,"34.99"
374,"20221126",20221208,20221203,21950,1555,"2443.35"
479,"20221126",20221208,20221203,21950,3,"8.99"
477,"20221126",20221208,20221203,21950,2,"4.99"
580,"20221126",20221208,20221203,22586,1083,"1700.99"
479,"20221126",20221208,20221203,22586,3,"8.99"
465,"20221126",20221208,20221203,22586,9,"24.49"
477,"20221126",20221208,20221203,22586,2,"4.99"
580,"20221126",20221208,20221203,22566,1083,"1700.99"
485,"20221126",20221208,20221203,22920,8,"21.98"
478,"20221126",20221208,20221203,22920,4,"9.99"
477,"20221126",20221208,20221203,22920,2,"4.99"
487,"20221126",20221208,20221203,22920,21,"54.99"
485,"20221126",20221208,20221203,16342,8,"21.98"
463,"20221126",20221208,20221203,16342,9,"24.49"
485,"20221126",20221208,20221203,21973,8,"21.98"
217,"20221126",20221208,20221203,21973,13,"34.99"
538,"20221126",20221208,20221203,20263,8,"21.49"
