"datekey","fulldatealternatekey"
20131030,"2013-10-30"
20131031,"2013-10-31"
20131101,"2013-11-01"
20131102,"2013-11-02"
20131103,"2013-11-03"
20131104,"2013-11-04"
20131105,"2013-11-05"
20131106,"2013-11-06"
20131107,"2013-11-07"
20131108,"2013-11-08"
20131109,"2013-11-09"
20131110,"2013-11-10"
20131111,"2013-11-11"
20131112,"2013-11-12"
20131113,"2013-11-13"
20131114,"2013-11-14"
20131115,"2013-11-15"
20131116,"2013-11-16"
20131117,"2013-11-17"
20131118,"2013-11-18"
20131119,"2013-11-19"
20131120,"2013-11-20"
20131121,"2013-11-21"
20131122,"2013-11-22"
20131123,"2013-11-23"
20131124,"2013-11-24"
20131125,"2013-11-25"
20131126,"2013-11-26"
20131127,"2013-11-27"
20131128,"2013-11-28"
20131129,"2013-11-29"
20131130,"2013-11-30"
20131201,"2013-12-01"
20131202,"2013-12-02"
20131203,"2013-12-03"
20131204,"2013-12-04"
20131205,"2013-12-05"
20131206,"2013-12-06"
20131207,"2013-12-07"
20131208,"2013-12-08"
20131209,"2013-12-09"
20131210,"2013-12-10"
20131211,"2013-12-11"
20131212,"2013-12-12"
20131213,"2013-12-13"
20131214,"2013-12-14"
20131215,"2013-12-15"
20131216,"2013-12-16"
20131217,"2013-12-17"
20131218,"2013-12-18"
20131219,"2013-12-19"
20131220,"2013-12-20"
20131221,"2013-12-21"
20131222,"2013-12-22"
20131223,"2013-12-23"
20131224,"2013-12-24"
20131225,"2013-12-25"
20131226,"2013-12-26"
20131227,"2013-12-27"
20131228,"2013-12-28"
20131229,"2013-12-29"
20131230,"2013-12-30"
20131231,"2013-12-31"
20140101,"2014-01-01"
20140102,"2014-01-02"
20140103,"2014-01-03"
20140104,"2014-01-04"
20140105,"2014-01-05"
20140106,"2014-01-06"
20140107,"2014-01-07"
20140108,"2014-01-08"
20140109,"2014-01-09"
20140110,"2014-01-10"
20140111,"2014-01-11"
20140112,"2014-01-12"
20140113,"2014-01-13"
20140114,"2014-01-14"
20140115,"2014-01-15"
20140116,"2014-01-16"
20140117,"2014-01-17"
20140118,"2014-01-18"
20140119,"2014-01-19"
20140120,"2014-01-20"
20140121,"2014-01-21"
20140122,"2014-01-22"
20140123,"2014-01-23"
20140124,"2014-01-24"
20140125,"2014-01-25"
20140126,"2014-01-26"
20140127,"2014-01-27"
20140128,"2014-01-28"
20140129,"2014-01-29"
20140130,"2014-01-30"
20140131,"2014-01-31"
20140201,"2014-02-01"
20140202,"2014-02-02"
20140203,"2014-02-03"
20140204,"2014-02-04"
20140205,"2014-02-05"
20140206,"2014-02-06"
20140207,"2014-02-07"
20140208,"2014-02-08"
20140209,"2014-02-09"
20140210,"2014-02-10"
20140211,"2014-02-11"
20140212,"2014-02-12"
20140213,"2014-02-13"
20140214,"2014-02-14"
20140215,"2014-02-15"
20140216,"2014-02-16"
20140217,"2014-02-17"
20140218,"2014-02-18"
20140219,"2014-02-19"
20140220,"2014-02-20"
20140221,"2014-02-21"
20140222,"2014-02-22"
20140223,"2014-02-23"
20140224,"2014-02-24"
20140225,"2014-02-25"
20140226,"2014-02-26"
20140227,"2014-02-27"
20140228,"2014-02-28"
20140301,"2014-03-01"
20140302,"2014-03-02"
20140303,"2014-03-03"
20140304,"2014-03-04"
20140305,"2014-03-05"
20140306,"2014-03-06"
20140307,"2014-03-07"
20140308,"2014-03-08"
20140309,"2014-03-09"
20140310,"2014-03-10"
20140311,"2014-03-11"
20140312,"2014-03-12"
20140313,"2014-03-13"
20140314,"2014-03-14"
20140315,"2014-03-15"
20140316,"2014-03-16"
20140317,"2014-03-17"
20140318,"2014-03-18"
20140319,"2014-03-19"
20140320,"2014-03-20"
20140321,"2014-03-21"
20140322,"2014-03-22"
20140323,"2014-03-23"
20140324,"2014-03-24"
20140325,"2014-03-25"
20140326,"2014-03-26"
20140327,"2014-03-27"
20140328,"2014-03-28"
20140329,"2014-03-29"
20140330,"2014-03-30"
20140331,"2014-03-31"
20140401,"2014-04-01"
20140402,"2014-04-02"
20140403,"2014-04-03"
20140404,"2014-04-04"
20140405,"2014-04-05"
20140406,"2014-04-06"
20140407,"2014-04-07"
20140408,"2014-04-08"
20140409,"2014-04-09"
20140410,"2014-04-10"
20140411,"2014-04-11"
20140412,"2014-04-12"
20140413,"2014-04-13"
20140414,"2014-04-14"
20140415,"2014-04-15"
20140416,"2014-04-16"
20140417,"2014-04-17"
20140418,"2014-04-18"
20140419,"2014-04-19"
20140420,"2014-04-20"
20140421,"2014-04-21"
20140422,"2014-04-22"
20140423,"2014-04-23"
20140424,"2014-04-24"
20140425,"2014-04-25"
20140426,"2014-04-26"
20140427,"2014-04-27"
20140428,"2014-04-28"
20140429,"2014-04-29"
20140430,"2014-04-30"
20140501,"2014-05-01"
20140502,"2014-05-02"
20140503,"2014-05-03"
20140504,"2014-05-04"
20140505,"2014-05-05"
20140506,"2014-05-06"
20140507,"2014-05-07"
20140508,"2014-05-08"
20140509,"2014-05-09"
20140510,"2014-05-10"
20140511,"2014-05-11"
20140512,"2014-05-12"
20140513,"2014-05-13"
20140514,"2014-05-14"
20140515,"2014-05-15"
20140516,"2014-05-16"
20140517,"2014-05-17"
20140518,"2014-05-18"
20140519,"2014-05-19"
20140520,"2014-05-20"
20140521,"2014-05-21"
20140522,"2014-05-22"
20140523,"2014-05-23"
20140524,"2014-05-24"
20140525,"2014-05-25"
20140526,"2014-05-26"
20140527,"2014-05-27"
20140528,"2014-05-28"
20140529,"2014-05-29"
20140530,"2014-05-30"
20140531,"2014-05-31"
20140601,"2014-06-01"
20140602,"2014-06-02"
20140603,"2014-06-03"
20140604,"2014-06-04"
20140605,"2014-06-05"
20140606,"2014-06-06"
20140607,"2014-06-07"
20140608,"2014-06-08"
20140609,"2014-06-09"
20140610,"2014-06-10"
20140611,"2014-06-11"
20140612,"2014-06-12"
20140613,"2014-06-13"
20140614,"2014-06-14"
20140615,"2014-06-15"
20140616,"2014-06-16"
20140617,"2014-06-17"
20140618,"2014-06-18"
20140619,"2014-06-19"
20140620,"2014-06-20"
20140621,"2014-06-21"
20140622,"2014-06-22"
20140623,"2014-06-23"
20140624,"2014-06-24"
20140625,"2014-06-25"
20140626,"2014-06-26"
20140627,"2014-06-27"
20140628,"2014-06-28"
20140629,"2014-06-29"
20140630,"2014-06-30"
20140701,"2014-07-01"
20140702,"2014-07-02"
20140703,"2014-07-03"
20140704,"2014-07-04"
20140705,"2014-07-05"
20140706,"2014-07-06"
20140707,"2014-07-07"
20140708,"2014-07-08"
20140709,"2014-07-09"
20140710,"2014-07-10"
20140711,"2014-07-11"
20140712,"2014-07-12"
20140713,"2014-07-13"
20140714,"2014-07-14"
20140715,"2014-07-15"
20140716,"2014-07-16"
20140717,"2014-07-17"
20140718,"2014-07-18"
20140719,"2014-07-19"
20140720,"2014-07-20"
20140721,"2014-07-21"
20140722,"2014-07-22"
20140723,"2014-07-23"
20140724,"2014-07-24"
20140725,"2014-07-25"
20140726,"2014-07-26"
20140727,"2014-07-27"
20140728,"2014-07-28"
20140729,"2014-07-29"
20140730,"2014-07-30"
20140731,"2014-07-31"
20140801,"2014-08-01"
20140802,"2014-08-02"
20140803,"2014-08-03"
20140804,"2014-08-04"
20140805,"2014-08-05"
20140806,"2014-08-06"
20140807,"2014-08-07"
20140808,"2014-08-08"
20140809,"2014-08-09"
20140810,"2014-08-10"
20140811,"2014-08-11"
20140812,"2014-08-12"
20140813,"2014-08-13"
20140814,"2014-08-14"
20140815,"2014-08-15"
20140816,"2014-08-16"
20140817,"2014-08-17"
20140818,"2014-08-18"
20140819,"2014-08-19"
20140820,"2014-08-20"
20140821,"2014-08-21"
20140822,"2014-08-22"
20140823,"2014-08-23"
20140824,"2014-08-24"
20140825,"2014-08-25"
20140826,"2014-08-26"
20140827,"2014-08-27"
20140828,"2014-08-28"
20140829,"2014-08-29"
20140830,"2014-08-30"
20140831,"2014-08-31"
20140901,"2014-09-01"
20140902,"2014-09-02"
20140903,"2014-09-03"
20140904,"2014-09-04"
20140905,"2014-09-05"
20140906,"2014-09-06"
20140907,"2014-09-07"
20140908,"2014-09-08"
20140909,"2014-09-09"
20140910,"2014-09-10"
20140911,"2014-09-11"
20140912,"2014-09-12"
20140913,"2014-09-13"
20140914,"2014-09-14"
20140915,"2014-09-15"
20140916,"2014-09-16"
20140917,"2014-09-17"
20140918,"2014-09-18"
20140919,"2014-09-19"
20140920,"2014-09-20"
20140921,"2014-09-21"
20140922,"2014-09-22"
20140923,"2014-09-23"
20140924,"2014-09-24"
20140925,"2014-09-25"
20140926,"2014-09-26"
20140927,"2014-09-27"
20141128,"2014-11-28"
20140928,"2014-09-28"
20140929,"2014-09-29"
20140930,"2014-09-30"
20141001,"2014-10-01"
20141002,"2014-10-02"
20141003,"2014-10-03"
20141004,"2014-10-04"
20141005,"2014-10-05"
20141006,"2014-10-06"
20141007,"2014-10-07"
20141008,"2014-10-08"
20141009,"2014-10-09"
20141010,"2014-10-10"
20141011,"2014-10-11"
20141012,"2014-10-12"
20141013,"2014-10-13"
20141014,"2014-10-14"
20141015,"2014-10-15"
20141016,"2014-10-16"
20141017,"2014-10-17"
20141018,"2014-10-18"
20141019,"2014-10-19"
20141020,"2014-10-20"
20141021,"2014-10-21"
20141022,"2014-10-22"
20141023,"2014-10-23"
20141024,"2014-10-24"
20141025,"2014-10-25"
20141026,"2014-10-26"
20141027,"2014-10-27"
20141028,"2014-10-28"
20141029,"2014-10-29"
20141030,"2014-10-30"
20141031,"2014-10-31"
20141101,"2014-11-01"
20141102,"2014-11-02"
20141103,"2014-11-03"
20141104,"2014-11-04"
20141105,"2014-11-05"
20141106,"2014-11-06"
20141107,"2014-11-07"
20141108,"2014-11-08"
20141109,"2014-11-09"
20141110,"2014-11-10"
20141111,"2014-11-11"
20141112,"2014-11-12"
20141113,"2014-11-13"
20141114,"2014-11-14"
20141115,"2014-11-15"
20141116,"2014-11-16"
20141117,"2014-11-17"
20141118,"2014-11-18"
20141119,"2014-11-19"
20141120,"2014-11-20"
20141121,"2014-11-21"
20141122,"2014-11-22"
20141123,"2014-11-23"
20141124,"2014-11-24"
20141125,"2014-11-25"
20141126,"2014-11-26"
20141127,"2014-11-27"
20141129,"2014-11-29"
20141130,"2014-11-30"
20141201,"2014-12-01"
20141202,"2014-12-02"
20141203,"2014-12-03"
20141204,"2014-12-04"
20141205,"2014-12-05"
20141206,"2014-12-06"
20141207,"2014-12-07"
20141208,"2014-12-08"
20141209,"2014-12-09"
20141210,"2014-12-10"
20141211,"2014-12-11"
20141212,"2014-12-12"
20141213,"2014-12-13"
20141214,"2014-12-14"
20141215,"2014-12-15"
20141216,"2014-12-16"
20141217,"2014-12-17"
20141218,"2014-12-18"
20141219,"2014-12-19"
20141220,"2014-12-20"
20141221,"2014-12-21"
20141222,"2014-12-22"
20141223,"2014-12-23"
20141224,"2014-12-24"
20141225,"2014-12-25"
20141226,"2014-12-26"
20141227,"2014-12-27"
20141228,"2014-12-28"
20141229,"2014-12-29"
20141230,"2014-12-30"
20141231,"2014-12-31"
20150101,"2015-01-01"
20150102,"2015-01-02"
20150103,"2015-01-03"
20150104,"2015-01-04"
20150105,"2015-01-05"
20150106,"2015-01-06"
20150107,"2015-01-07"
20150108,"2015-01-08"
20150109,"2015-01-09"
20150110,"2015-01-10"
20150111,"2015-01-11"
20150112,"2015-01-12"
20150113,"2015-01-13"
20150114,"2015-01-14"
20150115,"2015-01-15"
20150116,"2015-01-16"
20150117,"2015-01-17"
20150118,"2015-01-18"
20150119,"2015-01-19"
20150120,"2015-01-20"
20150121,"2015-01-21"
20150122,"2015-01-22"
20150123,"2015-01-23"
20150124,"2015-01-24"
20150125,"2015-01-25"
20150126,"2015-01-26"
20150127,"2015-01-27"
20150128,"2015-01-28"
20150129,"2015-01-29"
20150130,"2015-01-30"
20150131,"2015-01-31"
20150201,"2015-02-01"
20150202,"2015-02-02"
20150203,"2015-02-03"
20150204,"2015-02-04"
20150205,"2015-02-05"
20150206,"2015-02-06"
20150207,"2015-02-07"
20150208,"2015-02-08"
20150209,"2015-02-09"
20150210,"2015-02-10"
20150211,"2015-02-11"
20150212,"2015-02-12"
20150213,"2015-02-13"
20150214,"2015-02-14"
20150215,"2015-02-15"
20150216,"2015-02-16"
20150217,"2015-02-17"
20150218,"2015-02-18"
20150219,"2015-02-19"
20150220,"2015-02-20"
20150221,"2015-02-21"
20150222,"2015-02-22"
20150223,"2015-02-23"
20150224,"2015-02-24"
20150225,"2015-02-25"
20150226,"2015-02-26"
20150227,"2015-02-27"
20150228,"2015-02-28"
20150301,"2015-03-01"
20150302,"2015-03-02"
20150303,"2015-03-03"
20150304,"2015-03-04"
20150305,"2015-03-05"
20150306,"2015-03-06"
20150307,"2015-03-07"
20150308,"2015-03-08"
20150309,"2015-03-09"
20150310,"2015-03-10"
20150311,"2015-03-11"
20150312,"2015-03-12"
20150313,"2015-03-13"
20150314,"2015-03-14"
20150315,"2015-03-15"
20150316,"2015-03-16"
20150317,"2015-03-17"
20150318,"2015-03-18"
20150319,"2015-03-19"
20150320,"2015-03-20"
20150321,"2015-03-21"
20150322,"2015-03-22"
20150323,"2015-03-23"
20150324,"2015-03-24"
20150325,"2015-03-25"
20150326,"2015-03-26"
20150327,"2015-03-27"
20150328,"2015-03-28"
20150329,"2015-03-29"
20150330,"2015-03-30"
20150331,"2015-03-31"
20150401,"2015-04-01"
20150402,"2015-04-02"
20150403,"2015-04-03"
20150404,"2015-04-04"
20150405,"2015-04-05"
20150406,"2015-04-06"
20150407,"2015-04-07"
20150408,"2015-04-08"
20150409,"2015-04-09"
20150410,"2015-04-10"
20150411,"2015-04-11"
20150412,"2015-04-12"
20150413,"2015-04-13"
20150414,"2015-04-14"
20150415,"2015-04-15"
20150416,"2015-04-16"
20150417,"2015-04-17"
20150418,"2015-04-18"
20150419,"2015-04-19"
20150420,"2015-04-20"
20150421,"2015-04-21"
20150422,"2015-04-22"
20150423,"2015-04-23"
20150424,"2015-04-24"
20150425,"2015-04-25"
20150426,"2015-04-26"
20150427,"2015-04-27"
20150428,"2015-04-28"
20150429,"2015-04-29"
20150430,"2015-04-30"
20150501,"2015-05-01"
20150502,"2015-05-02"
20150503,"2015-05-03"
20150504,"2015-05-04"
20150505,"2015-05-05"
20150506,"2015-05-06"
20150507,"2015-05-07"
20150508,"2015-05-08"
20150509,"2015-05-09"
20150510,"2015-05-10"
20150511,"2015-05-11"
20150512,"2015-05-12"
20150513,"2015-05-13"
20150514,"2015-05-14"
20150515,"2015-05-15"
20150516,"2015-05-16"
20150517,"2015-05-17"
20150518,"2015-05-18"
20150519,"2015-05-19"
20150520,"2015-05-20"
20150521,"2015-05-21"
20150522,"2015-05-22"
20150523,"2015-05-23"
20150524,"2015-05-24"
20150525,"2015-05-25"
20150526,"2015-05-26"
20150527,"2015-05-27"
20150528,"2015-05-28"
20150529,"2015-05-29"
20150530,"2015-05-30"
20150531,"2015-05-31"
20150601,"2015-06-01"
20150602,"2015-06-02"
20150603,"2015-06-03"
20150604,"2015-06-04"
20150605,"2015-06-05"
20150606,"2015-06-06"
20150607,"2015-06-07"
20150608,"2015-06-08"
20150609,"2015-06-09"
20150610,"2015-06-10"
20150611,"2015-06-11"
20150612,"2015-06-12"
20150613,"2015-06-13"
20150614,"2015-06-14"
20150615,"2015-06-15"
20150616,"2015-06-16"
20150617,"2015-06-17"
20150618,"2015-06-18"
20150619,"2015-06-19"
20150620,"2015-06-20"
20150621,"2015-06-21"
20150622,"2015-06-22"
20150623,"2015-06-23"
20150624,"2015-06-24"
20150625,"2015-06-25"
20150626,"2015-06-26"
20150627,"2015-06-27"
20150628,"2015-06-28"
20150629,"2015-06-29"
20150630,"2015-06-30"
20150701,"2015-07-01"
20150702,"2015-07-02"
20150703,"2015-07-03"
20150704,"2015-07-04"
20150705,"2015-07-05"
20150706,"2015-07-06"
20150707,"2015-07-07"
20150708,"2015-07-08"
20150709,"2015-07-09"
20150710,"2015-07-10"
20150711,"2015-07-11"
20150712,"2015-07-12"
20150713,"2015-07-13"
20150714,"2015-07-14"
20150715,"2015-07-15"
20150716,"2015-07-16"
20150717,"2015-07-17"
20150718,"2015-07-18"
20150719,"2015-07-19"
20150720,"2015-07-20"
20150721,"2015-07-21"
20150722,"2015-07-22"
20150723,"2015-07-23"
20150724,"2015-07-24"
20150725,"2015-07-25"
20150726,"2015-07-26"
20150727,"2015-07-27"
20150728,"2015-07-28"
20150729,"2015-07-29"
20150730,"2015-07-30"
20150731,"2015-07-31"
20150801,"2015-08-01"
20150802,"2015-08-02"
20150803,"2015-08-03"
20150804,"2015-08-04"
20150805,"2015-08-05"
20150806,"2015-08-06"
20150807,"2015-08-07"
20150808,"2015-08-08"
20150809,"2015-08-09"
20150810,"2015-08-10"
20150811,"2015-08-11"
20150812,"2015-08-12"
20150813,"2015-08-13"
20150814,"2015-08-14"
20150815,"2015-08-15"
20150816,"2015-08-16"
20150817,"2015-08-17"
20150818,"2015-08-18"
20150819,"2015-08-19"
20150820,"2015-08-20"
20150821,"2015-08-21"
20150822,"2015-08-22"
20150823,"2015-08-23"
20150824,"2015-08-24"
20150825,"2015-08-25"
20150826,"2015-08-26"
20150827,"2015-08-27"
20150828,"2015-08-28"
20150829,"2015-08-29"
20150830,"2015-08-30"
20150831,"2015-08-31"
20150901,"2015-09-01"
20150902,"2015-09-02"
20150903,"2015-09-03"
20150904,"2015-09-04"
20150905,"2015-09-05"
20150906,"2015-09-06"
20150907,"2015-09-07"
20150908,"2015-09-08"
20150909,"2015-09-09"
20150910,"2015-09-10"
20150911,"2015-09-11"
20150912,"2015-09-12"
20150913,"2015-09-13"
20150914,"2015-09-14"
20150915,"2015-09-15"
20150916,"2015-09-16"
20150917,"2015-09-17"
20150918,"2015-09-18"
20150919,"2015-09-19"
20150920,"2015-09-20"
20150921,"2015-09-21"
20150922,"2015-09-22"
20150923,"2015-09-23"
20150924,"2015-09-24"
20150925,"2015-09-25"
20150926,"2015-09-26"
20150927,"2015-09-27"
20150928,"2015-09-28"
20150929,"2015-09-29"
20150930,"2015-09-30"
20151001,"2015-10-01"
20151002,"2015-10-02"
20151003,"2015-10-03"
20151004,"2015-10-04"
20151005,"2015-10-05"
20151006,"2015-10-06"
20151007,"2015-10-07"
20151008,"2015-10-08"
20151009,"2015-10-09"
20151010,"2015-10-10"
20151011,"2015-10-11"
20151012,"2015-10-12"
20151013,"2015-10-13"
20151014,"2015-10-14"
20151015,"2015-10-15"
20151016,"2015-10-16"
20151017,"2015-10-17"
20151018,"2015-10-18"
20151019,"2015-10-19"
20151020,"2015-10-20"
20151021,"2015-10-21"
20151022,"2015-10-22"
20151023,"2015-10-23"
20151024,"2015-10-24"
20151025,"2015-10-25"
20151026,"2015-10-26"
20151027,"2015-10-27"
20151028,"2015-10-28"
20151029,"2015-10-29"
20151030,"2015-10-30"
20151031,"2015-10-31"
20151101,"2015-11-01"
20151102,"2015-11-02"
20151103,"2015-11-03"
20151104,"2015-11-04"
20151105,"2015-11-05"
20151106,"2015-11-06"
20151107,"2015-11-07"
20151108,"2015-11-08"
20151109,"2015-11-09"
20151110,"2015-11-10"
20151111,"2015-11-11"
20151112,"2015-11-12"
20151113,"2015-11-13"
20151114,"2015-11-14"
20151115,"2015-11-15"
20151116,"2015-11-16"
20151117,"2015-11-17"
20151118,"2015-11-18"
20151119,"2015-11-19"
20151120,"2015-11-20"
20151121,"2015-11-21"
20151122,"2015-11-22"
20151123,"2015-11-23"
20151124,"2015-11-24"
20151125,"2015-11-25"
20151126,"2015-11-26"
20151127,"2015-11-27"
20151128,"2015-11-28"
20151129,"2015-11-29"
20151130,"2015-11-30"
20151201,"2015-12-01"
20151202,"2015-12-02"
20151203,"2015-12-03"
20151204,"2015-12-04"
20151205,"2015-12-05"
20151206,"2015-12-06"
20151207,"2015-12-07"
20151208,"2015-12-08"
20151209,"2015-12-09"
20151210,"2015-12-10"
20151211,"2015-12-11"
20151212,"2015-12-12"
20151213,"2015-12-13"
20151214,"2015-12-14"
20151215,"2015-12-15"
20151216,"2015-12-16"
20151217,"2015-12-17"
20151218,"2015-12-18"
20151219,"2015-12-19"
20151220,"2015-12-20"
20151221,"2015-12-21"
20151222,"2015-12-22"
20151223,"2015-12-23"
20151224,"2015-12-24"
20151225,"2015-12-25"
20151226,"2015-12-26"
20151227,"2015-12-27"
20151228,"2015-12-28"
20151229,"2015-12-29"
20151230,"2015-12-30"
20151231,"2015-12-31"
20160101,"2016-01-01"
20160102,"2016-01-02"
20160103,"2016-01-03"
20160104,"2016-01-04"
20160105,"2016-01-05"
20160106,"2016-01-06"
20160107,"2016-01-07"
20160108,"2016-01-08"
20160109,"2016-01-09"
20160110,"2016-01-10"
20160111,"2016-01-11"
20160112,"2016-01-12"
20160113,"2016-01-13"
20160114,"2016-01-14"
20160115,"2016-01-15"
20160116,"2016-01-16"
20160117,"2016-01-17"
20160118,"2016-01-18"
20160119,"2016-01-19"
20160120,"2016-01-20"
20160121,"2016-01-21"
20160122,"2016-01-22"
20160123,"2016-01-23"
20160124,"2016-01-24"
20160125,"2016-01-25"
20160126,"2016-01-26"
20160127,"2016-01-27"
20160128,"2016-01-28"
20160129,"2016-01-29"
20160130,"2016-01-30"
20160131,"2016-01-31"
20160201,"2016-02-01"
20160202,"2016-02-02"
20160203,"2016-02-03"
20160204,"2016-02-04"
20160205,"2016-02-05"
20160206,"2016-02-06"
20160207,"2016-02-07"
20160208,"2016-02-08"
20160209,"2016-02-09"
20160210,"2016-02-10"
20160211,"2016-02-11"
20160212,"2016-02-12"
20160213,"2016-02-13"
20160214,"2016-02-14"
20160215,"2016-02-15"
20160216,"2016-02-16"
20160217,"2016-02-17"
20160218,"2016-02-18"
20160219,"2016-02-19"
20160220,"2016-02-20"
20160221,"2016-02-21"
20160222,"2016-02-22"
20160223,"2016-02-23"
20160224,"2016-02-24"
20160225,"2016-02-25"
20160226,"2016-02-26"
20160227,"2016-02-27"
20160228,"2016-02-28"
20160229,"2016-02-29"
20160301,"2016-03-01"
20160302,"2016-03-02"
20160303,"2016-03-03"
20160304,"2016-03-04"
20160305,"2016-03-05"
20160306,"2016-03-06"
20160307,"2016-03-07"
20160308,"2016-03-08"
20160309,"2016-03-09"
20160310,"2016-03-10"
20160311,"2016-03-11"
20160312,"2016-03-12"
20160313,"2016-03-13"
20160314,"2016-03-14"
20160315,"2016-03-15"
20160316,"2016-03-16"
20160317,"2016-03-17"
20160318,"2016-03-18"
20160319,"2016-03-19"
20160320,"2016-03-20"
20160321,"2016-03-21"
20160322,"2016-03-22"
20160323,"2016-03-23"
20160324,"2016-03-24"
20160325,"2016-03-25"
20160326,"2016-03-26"
20160327,"2016-03-27"
20160328,"2016-03-28"
20160329,"2016-03-29"
20160330,"2016-03-30"
20160331,"2016-03-31"
20160401,"2016-04-01"
20160402,"2016-04-02"
20160403,"2016-04-03"
20160404,"2016-04-04"
20160405,"2016-04-05"
20160406,"2016-04-06"
20160407,"2016-04-07"
20160408,"2016-04-08"
20160409,"2016-04-09"
20160410,"2016-04-10"
20160411,"2016-04-11"
20160412,"2016-04-12"
20160413,"2016-04-13"
20160414,"2016-04-14"
20160415,"2016-04-15"
20160416,"2016-04-16"
20160417,"2016-04-17"
20160418,"2016-04-18"
20160419,"2016-04-19"
20160420,"2016-04-20"
20160421,"2016-04-21"
20160422,"2016-04-22"
20160423,"2016-04-23"
20160424,"2016-04-24"
20160425,"2016-04-25"
20160426,"2016-04-26"
20160427,"2016-04-27"
20160428,"2016-04-28"
20160429,"2016-04-29"
20160430,"2016-04-30"
20160501,"2016-05-01"
20160502,"2016-05-02"
20160503,"2016-05-03"
20160504,"2016-05-04"
20160505,"2016-05-05"
20160506,"2016-05-06"
20160507,"2016-05-07"
20160508,"2016-05-08"
20160509,"2016-05-09"
20160510,"2016-05-10"
20160511,"2016-05-11"
20160512,"2016-05-12"
20160513,"2016-05-13"
20160514,"2016-05-14"
20160515,"2016-05-15"
20160516,"2016-05-16"
20160517,"2016-05-17"
20160518,"2016-05-18"
20160519,"2016-05-19"
20160520,"2016-05-20"
20160521,"2016-05-21"
20160522,"2016-05-22"
20160523,"2016-05-23"
20160524,"2016-05-24"
20160525,"2016-05-25"
20160526,"2016-05-26"
20160527,"2016-05-27"
20160528,"2016-05-28"
20160529,"2016-05-29"
20160530,"2016-05-30"
20160531,"2016-05-31"
20160601,"2016-06-01"
20160602,"2016-06-02"
20160603,"2016-06-03"
20160604,"2016-06-04"
20160605,"2016-06-05"
20160606,"2016-06-06"
20160607,"2016-06-07"
20160608,"2016-06-08"
20160609,"2016-06-09"
20160610,"2016-06-10"
20160611,"2016-06-11"
20160612,"2016-06-12"
20160613,"2016-06-13"
20160614,"2016-06-14"
20160615,"2016-06-15"
20160616,"2016-06-16"
20160617,"2016-06-17"
20160618,"2016-06-18"
20160619,"2016-06-19"
20160620,"2016-06-20"
20160621,"2016-06-21"
20160622,"2016-06-22"
20160623,"2016-06-23"
20160624,"2016-06-24"
20160625,"2016-06-25"
20160626,"2016-06-26"
20160627,"2016-06-27"
20160628,"2016-06-28"
20160629,"2016-06-29"
20160630,"2016-06-30"
20160701,"2016-07-01"
20160702,"2016-07-02"
20160703,"2016-07-03"
20160704,"2016-07-04"
20160705,"2016-07-05"
20160706,"2016-07-06"
20160707,"2016-07-07"
20160708,"2016-07-08"
20160709,"2016-07-09"
20160710,"2016-07-10"
20160711,"2016-07-11"
20160712,"2016-07-12"
20160713,"2016-07-13"
20160714,"2016-07-14"
20160715,"2016-07-15"
20160716,"2016-07-16"
20160717,"2016-07-17"
20160718,"2016-07-18"
20160719,"2016-07-19"
20160720,"2016-07-20"
20160721,"2016-07-21"
20160722,"2016-07-22"
20160723,"2016-07-23"
20160724,"2016-07-24"
20160725,"2016-07-25"
20160726,"2016-07-26"
20160727,"2016-07-27"
20160728,"2016-07-28"
20160729,"2016-07-29"
20160730,"2016-07-30"
20160731,"2016-07-31"
20160801,"2016-08-01"
20160802,"2016-08-02"
20160803,"2016-08-03"
20160804,"2016-08-04"
20160805,"2016-08-05"
20160806,"2016-08-06"
20160807,"2016-08-07"
20160808,"2016-08-08"
20160809,"2016-08-09"
20160810,"2016-08-10"
20160811,"2016-08-11"
20160812,"2016-08-12"
20160813,"2016-08-13"
20160814,"2016-08-14"
20160815,"2016-08-15"
20160816,"2016-08-16"
20160817,"2016-08-17"
20160818,"2016-08-18"
20160819,"2016-08-19"
20160820,"2016-08-20"
20160821,"2016-08-21"
20160822,"2016-08-22"
20160823,"2016-08-23"
20160824,"2016-08-24"
20160825,"2016-08-25"
20160826,"2016-08-26"
20160827,"2016-08-27"
20160828,"2016-08-28"
20160829,"2016-08-29"
20160830,"2016-08-30"
20160831,"2016-08-31"
20160901,"2016-09-01"
20160902,"2016-09-02"
20160903,"2016-09-03"
20160904,"2016-09-04"
20160905,"2016-09-05"
20160906,"2016-09-06"
20160907,"2016-09-07"
20160908,"2016-09-08"
20160909,"2016-09-09"
20160910,"2016-09-10"
20160911,"2016-09-11"
20160912,"2016-09-12"
20160913,"2016-09-13"
20160914,"2016-09-14"
20160915,"2016-09-15"
20160916,"2016-09-16"
20160917,"2016-09-17"
20160918,"2016-09-18"
20160919,"2016-09-19"
20160920,"2016-09-20"
20160921,"2016-09-21"
20160922,"2016-09-22"
20160923,"2016-09-23"
20160924,"2016-09-24"
20160925,"2016-09-25"
20160926,"2016-09-26"
20160927,"2016-09-27"
20160928,"2016-09-28"
20160929,"2016-09-29"
20160930,"2016-09-30"
20161001,"2016-10-01"
20161002,"2016-10-02"
20161003,"2016-10-03"
20161004,"2016-10-04"
20161005,"2016-10-05"
20161006,"2016-10-06"
20161007,"2016-10-07"
20161008,"2016-10-08"
